Set,Set name,Priority,Candidate ID,Acquisition tier,Provider,Asset,Identity / use,License,NOTICE if selected,Alpha ready,Maps / contents,Prep before measurement,Source URL,Provider ID,File hint,Fetch mode,License source,Creator / credit,Gain span,Albedo SD,Directional anisotropy,Chroma keep,Decision,Notes
9.10,Flower / forb atlas,6,910-PH-DIDELTA,B,Poly Haven,Didelta Spinosa,flowering forb,CC0,No,yes,Alpha + diffuse; PBR companion maps,Fetch alpha + diffuse only for scoring,https://polyhaven.com/a/didelta_spinosa,didelta_spinosa,,polyhaven_api,https://polyhaven.com/license,Poly Haven,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-PH-SHRUB01,B,Poly Haven,Shrub 01,white-flowered low shrub,CC0,No,yes,Alpha + diffuse; PBR companion maps,Fetch alpha + diffuse only for scoring,https://polyhaven.com/a/shrub_01,shrub_01,,polyhaven_api,https://polyhaven.com/license,Poly Haven,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-PH-SORREL,B,Poly Haven,Shrub Sorrel 01,pink-flowered sorrel,CC0,No,yes,Alpha + diffuse; PBR companion maps,Fetch alpha + diffuse only for scoring,https://polyhaven.com/a/shrub_sorrel_01,shrub_sorrel_01,,polyhaven_api,https://polyhaven.com/license,Poly Haven,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-PH-WEED02,B,Poly Haven,Weed Plant 02,generic weed / forb,CC0,No,yes,Alpha + diffuse; PBR companion maps,Fetch alpha + diffuse only for scoring,https://polyhaven.com/a/weed_plant_02,weed_plant_02,,polyhaven_api,https://polyhaven.com/license,Poly Haven,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-OGA-CLOVER02,A,OpenGameArt,paramecij clover 02,clover,CC0,No,yes,Transparent PNG,Direct cutout candidate,https://opengameart.org/content/paramecijs-vegetation-base-texture-pack,,vegetation_clover_02.png,oga_page,https://opengameart.org/content/paramecijs-vegetation-base-texture-pack,paramecij,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-OGA-DAFFODIL01,A,OpenGameArt,paramecij daffodil 01,daffodil,CC0,No,yes,Transparent PNG,Direct cutout candidate,https://opengameart.org/content/paramecijs-vegetation-base-texture-pack,,vegetation_daffodil_01.png,oga_page,https://opengameart.org/content/paramecijs-vegetation-base-texture-pack,paramecij,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-OGA-DAISIE05,A,OpenGameArt,paramecij daisy 05,daisy,CC0,No,yes,Transparent PNG,Direct cutout candidate,https://opengameart.org/content/paramecijs-vegetation-base-texture-pack,,vegetation_daisie_05.png,oga_page,https://opengameart.org/content/paramecijs-vegetation-base-texture-pack,paramecij,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-OGA-SUNFLOWER03,A,OpenGameArt,paramecij sunflower 03,sunflower,CC0,No,yes,Transparent PNG,Direct cutout candidate,https://opengameart.org/content/paramecijs-vegetation-base-texture-pack,,vegetation_sunflower_03.png,oga_page,https://opengameart.org/content/paramecijs-vegetation-base-texture-pack,paramecij,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-OGA-CLOVER-CUTOUTS,A,OpenGameArt,Clover Cutouts — improved and expanded,white clover,CC0,No,yes,Cleaned transparent clover cutouts,Fetch page assets and score individual cutouts,https://opengameart.org/content/clover-cutouts-improved-and-expanded,,,oga_page,https://opengameart.org/content/clover-cutouts-improved-and-expanded,,,,,,unmeasured,
9.10,Flower / forb atlas,6,910-OGA-PLANT-PACK,B,OpenGameArt,Plant Texture Pack,dandelion / clover / small plants,CC0,No,archive—inspect,Transparent plant archive,Extract flowering/forb candidates only,https://opengameart.org/content/plant-texture-pack,,plant_textures_janexx_0.zip,oga_page,https://opengameart.org/content/plant-texture-pack,janexx,,,,,unmeasured,
